1649862455.557471, [172, 169, 170, 170, 184, 193, 195, 192, 196, 255]
1649862455.744669, [174, 168, 173, 167, 187, 192, 189, 196, 197, 255]
1649862455.838358, [173, 169, 172, 169, 184, 196, 194, 192, 198, 255]
1649862456.0153332, [178, 168, 174, 169, 185, 193, 195, 195, 198, 255]
1649862456.141876, [174, 166, 170, 170, 186, 193, 200, 196, 197, 255]
1649862456.314506, [172, 168, 172, 169, 190, 195, 198, 194, 193, 255]
1649862456.450665, [177, 171, 176, 170, 184, 174, 166, 163, 161, 188]
1649862456.778732, [176, 171, 173, 169, 166, 148, 155, 145, 146, 156]
1649862456.857942, [181, 172, 176, 168, 164, 143, 145, 138, 132, 146]
1649862456.909206, [179, 171, 170, 157, 136, 113, 117, 104, 104, 126]
1649862457.035019, [179, 169, 154, 129, 95, 74, 76, 76, 85, 102]
1649862457.3699799, [179, 168, 144, 103, 64, 50, 52, 59, 83, 100]
1649862457.4003851, [180, 172, 155, 73, 40, 35, 40, 43, 118, 118]
1649862457.451162, [180, 173, 158, 44, 28, 28, 31, 43, 170, 134]
1649862457.590162, [177, 170, 148, 38, 26, 25, 33, 42, 173, 72]
1649862457.9107149, [176, 168, 144, 35, 28, 28, 36, 58, 188, 72]
1649862457.940613, [177, 170, 66, 23, 27, 32, 152, 196, 255, 92]
1649862458.023493, [180, 171, 177, 176, 193, 192, 199, 199, 255, 255]
1649862458.4158678, [180, 174, 177, 173, 194, 255, 199, 197, 255, 255]
1649862458.44705, [177, 174, 174, 172, 189, 192, 201, 197, 255, 255]
1649862458.483638, [178, 171, 176, 169, 188, 194, 198, 197, 198, 255]
1649862458.637113, [175, 169, 175, 173, 187, 191, 195, 193, 255, 255]
1649862458.9522848, [176, 168, 171, 170, 186, 192, 193, 194, 198, 255]
1649862458.98405, [175, 170, 172, 171, 184, 189, 193, 194, 255, 255]
1649862459.097971, [172, 170, 173, 171, 185, 191, 196, 197, 199, 255]
