1649862667.156186, [168, 163, 162, 159, 174, 179, 179, 179, 185, 190]
1649862667.303162, [166, 162, 163, 158, 176, 182, 182, 183, 186, 190]
1649862667.4523351, [171, 160, 162, 163, 177, 182, 182, 183, 186, 255]
1649862667.603074, [166, 162, 162, 160, 173, 183, 180, 182, 190, 192]
1649862667.7565708, [167, 164, 163, 165, 178, 179, 182, 182, 189, 255]
1649862667.895998, [168, 163, 166, 162, 88, 29, 32, 38, 54, 255]
1649862668.032767, [168, 164, 167, 118, 45, 34, 40, 39, 43, 98]
1649862668.1707048, [170, 164, 164, 163, 104, 50, 49, 43, 44, 57]
1649862668.310787, [170, 166, 165, 164, 171, 117, 78, 57, 50, 55]
1649862668.4498692, [169, 165, 165, 165, 171, 113, 78, 53, 45, 51]
1649862668.58687, [169, 163, 167, 167, 173, 132, 91, 62, 50, 50]
1649862668.734921, [169, 167, 164, 164, 176, 181, 184, 181, 187, 51]
1649862668.8831182, [169, 166, 166, 166, 179, 180, 183, 185, 186, 255]
1649862669.0347772, [165, 164, 165, 161, 172, 181, 182, 180, 188, 191]
1649862669.185631, [167, 162, 167, 161, 174, 178, 184, 183, 191, 192]
1649862669.335507, [169, 163, 166, 162, 176, 184, 184, 184, 187, 191]
1649862669.487668, [169, 164, 162, 162, 178, 178, 181, 182, 186, 193]
1649862669.634974, [169, 163, 160, 161, 174, 184, 185, 182, 186, 190]
1649862669.787019, [168, 162, 162, 160, 176, 178, 183, 184, 184, 190]
