1649862585.969522, [175, 172, 175, 176, 193, 255, 200, 202, 255, 255]
1649862586.125152, [177, 173, 178, 174, 191, 194, 196, 197, 255, 255]
1649862586.2786272, [177, 172, 176, 173, 188, 194, 200, 200, 255, 255]
1649862586.436043, [178, 172, 177, 171, 193, 196, 203, 201, 255, 255]
1649862586.592521, [179, 170, 178, 175, 190, 255, 203, 202, 255, 255]
1649862586.735462, [180, 176, 179, 167, 109, 72, 67, 66, 63, 180]
1649862586.875229, [177, 172, 149, 115, 78, 62, 65, 69, 77, 69]
1649862587.0108202, [177, 162, 118, 80, 62, 55, 59, 65, 84, 79]
1649862587.146373, [179, 163, 108, 59, 47, 45, 47, 54, 78, 94]
1649862587.28469, [177, 172, 117, 54, 43, 36, 45, 51, 83, 140]
1649862587.419373, [177, 131, 53, 35, 38, 40, 50, 58, 91, 144]
1649862587.551579, [166, 60, 33, 30, 36, 42, 50, 58, 71, 110]
1649862587.68592, [116, 48, 33, 35, 42, 49, 56, 57, 48, 50]
1649862587.815156, [89, 44, 32, 35, 44, 46, 53, 52, 40, 33]
1649862587.9555042, [76, 38, 31, 34, 56, 136, 196, 199, 194, 35]
1649862588.1098728, [178, 173, 177, 172, 196, 255, 201, 203, 255, 142]
1649862588.265768, [174, 169, 174, 171, 191, 195, 200, 200, 255, 255]
1649862588.423635, [173, 170, 174, 171, 192, 196, 200, 199, 255, 255]
1649862588.577333, [173, 167, 175, 169, 186, 194, 197, 198, 255, 255]
1649862588.7335439, [173, 169, 173, 170, 187, 191, 198, 198, 255, 255]
1649862588.8867998, [171, 167, 173, 169, 189, 196, 200, 201, 255, 255]
1649862589.041539, [172, 171, 170, 170, 190, 196, 198, 198, 255, 255]
1649862589.1938949, [176, 169, 174, 171, 187, 195, 201, 199, 255, 255]
1649862589.34989, [175, 171, 176, 171, 191, 197, 196, 198, 255, 255]
1649862589.504443, [175, 169, 172, 170, 188, 196, 197, 199, 255, 255]
