1651610479.6748679, [190, 173, 173, 170, 177, 168, 161, 108, 66, 53]
1651610481.07536, [190, 176, 174, 174, 176, 169, 167, 106, 61, 51]
1651610481.075423, [194, 174, 174, 171, 176, 169, 160, 104, 67, 52]
1651610481.075454, [192, 177, 173, 173, 179, 171, 159, 101, 63, 50]
1651610481.075475, [194, 174, 174, 179, 176, 169, 163, 106, 64, 49]
1651610481.0754938, [189, 178, 178, 171, 176, 170, 159, 102, 61, 51]
1651610481.075514, [191, 177, 175, 173, 176, 167, 156, 102, 61, 50]
1651610481.0755332, [190, 175, 173, 170, 180, 169, 158, 101, 62, 51]
1651610481.075551, [192, 175, 174, 172, 177, 166, 149, 91, 62, 48]
1651610481.075606, [188, 174, 172, 173, 177, 169, 151, 92, 60, 49]
1651610481.15105, [189, 175, 173, 177, 175, 166, 138, 82, 57, 49]
1651610481.298493, [192, 174, 172, 172, 178, 163, 128, 77, 55, 46]
1651610481.4460878, [191, 176, 171, 169, 180, 164, 121, 75, 54, 48]
1651610481.5912828, [192, 176, 174, 176, 174, 162, 120, 75, 56, 47]
1651610481.736895, [190, 177, 171, 174, 175, 164, 124, 76, 56, 47]
1651610481.885005, [193, 176, 173, 171, 175, 162, 128, 76, 56, 49]
1651610482.02996, [192, 180, 172, 174, 175, 164, 130, 80, 56, 48]
1651610482.175849, [189, 178, 171, 174, 174, 162, 128, 78, 55, 48]
1651610482.3211899, [190, 176, 170, 175, 177, 166, 129, 77, 56, 50]
1651610482.4664829, [189, 178, 173, 176, 177, 163, 128, 76, 56, 48]
1651610482.612488, [191, 175, 174, 176, 174, 167, 125, 76, 54, 49]
1651610482.760195, [189, 176, 173, 173, 175, 162, 125, 75, 57, 47]
1651610482.903098, [192, 172, 172, 178, 178, 162, 120, 76, 58, 50]
1651610483.050763, [189, 179, 174, 174, 174, 156, 122, 77, 56, 49]
1651610483.200361, [193, 176, 176, 169, 178, 169, 149, 91, 62, 51]
1651610483.3467782, [193, 173, 173, 174, 175, 167, 171, 127, 75, 51]
1651610483.493422, [193, 176, 173, 174, 179, 170, 173, 138, 76, 55]
1651610483.643123, [192, 175, 171, 175, 175, 168, 171, 128, 72, 57]
1651610483.7905548, [189, 176, 172, 173, 178, 169, 172, 127, 73, 54]
1651610483.936167, [192, 178, 174, 175, 176, 170, 169, 123, 70, 55]
1651610484.085896, [191, 175, 172, 176, 174, 171, 169, 118, 69, 54]
1651610484.2342348, [192, 179, 170, 176, 180, 169, 167, 118, 67, 56]
1651610484.3846872, [191, 175, 172, 172, 177, 167, 163, 108, 66, 54]
1651610484.531401, [195, 175, 173, 172, 177, 167, 166, 114, 68, 54]
1651610484.677135, [190, 174, 171, 176, 178, 170, 166, 116, 70, 55]
1651610484.825435, [188, 174, 176, 174, 179, 170, 162, 114, 70, 55]
1651610485.0000598, [187, 175, 171, 173, 180, 167, 164, 115, 66, 54]
1651610485.120206, [194, 176, 178, 175, 176, 168, 167, 115, 69, 54]
1651610485.2690449, [193, 177, 170, 173, 174, 166, 161, 114, 70, 56]
1651610485.418689, [192, 176, 176, 176, 176, 171, 165, 113, 68, 55]
1651610485.5658529, [190, 178, 175, 175, 177, 169, 165, 116, 67, 53]
1651610485.713957, [188, 177, 176, 175, 179, 170, 166, 115, 68, 54]
1651610485.863762, [192, 174, 170, 175, 178, 168, 164, 113, 68, 52]
